x, y, clusterID
2.3308681954169344,2.3327130467270916,1
-0.13637004614796733,1.2765336525100937,2
-0.05366520476248149,3.953843962859285,0
-0.20288785209119276,5.605215399113151,0
0.9848979774640714,4.8307915359030495,0
1.9057751900260231,4.8860119188463145,0
1.6306042190000123,0.06769906239997492,1
1.6011871589172728,0.9836156333723215,1
-1.868582110817786,2.942173175470903,2
1.1596092778040963,5.974730360237247,0
2.75937854357446,-0.5980158563190794,1
1.8971289023273141,4.622514980391411,0
-1.53696048509092,4.155889197291563,2
2.9916660649853375,0.3720230668359972,1
3.3830502173908608,0.7963821737205374,1
-1.5626467467700789,3.253898003995115,2
1.709018073785568,0.10302733886643811,1
0.004028337806919247,3.0103299968029313,2
2.2948502812892695,0.5278624936341336,1
1.7373078036934886,4.425462343941218,0
-2.3590900473719674,3.0902214005623114,2
0.8452160670050828,5.436867207008111,0
1.0484357691338941,2.5792403762052647,1
1.848322810875587,0.2195681991516899,1
-0.18887976223686143,5.2046138144025775,0
2.164299870898797,4.6207299393732395,0
-1.6819398213402312,2.9839425231196155,2
1.5661498992810146,3.9399285174776,0
0.10547292936461328,3.7249376626839745,0
1.9081184526607986,4.643752311249652,0
2.5533199261157344,0.8714714225936864,1
1.2749631149313385,1.1687764563846517,1
-0.5741592665369859,4.721106148480225,0
1.4700118558956836,4.187683388414023,0
-2.4980746780462963,4.34419912212015,2
2.2951346273281565,1.05662233406358,1
2.562506472542493,0.7814339595507878,1
-2.0557738667780208,3.0915941143201464,2
-2.0101535557010126,2.920453443764633,2
2.5034628058561905,2.5938452327660975,1
-3.111377576372841,3.762336567937709,2
1.1578665945310473,2.210134027078933,1
0.8657806734805672,2.6430875155791265,0
-0.17991235327541766,5.084985429158383,0
2.6579751778622076,0.30301389021753145,1
3.067109954427067,0.23971261517676823,1
2.215928711252651,-0.054981292877450905,1
0.8858880712695483,5.671384567255103,0
2.24671839345679,1.7781748591150475,1
1.1224784799264396,2.1409830443930917,1
1.5225647294533236,1.988413394372437,1
1.3310277716597132,4.920673881841669,0
1.358940867571795,0.60726655913407,1
2.2065607592742156,5.506167176232801,0
-1.8590062905707305,2.196450965761367,2
-2.4227197736327324,3.466210391831103,2
4.172058542916553,-0.7132147435119969,1
1.2175894795249327,0.3064805561735071,1
-1.9300923200714388,3.8672877851263414,2
-2.366033416064119,3.9080036452123164,2
0.11504439349179252,6.213852280547424,0
2.5236527557099295,2.63354265762365,1
1.6493257942443944,1.6220321648079012,1
3.1366435558910677,0.26628767148854804,1
-0.7581333688224304,2.496554674008442,2
1.3753164241866251,1.5311945710217398,0
2.29008904738161,3.0298170705083804,1
-1.040136549253265,3.7643326940738886,0
2.2826602965540066,-0.11907498867183208,1
1.6527308109081182,3.9217783718705697,0
-1.488786013042505,2.338964121389915,2
-1.4817381572830743,4.777228595184751,2
1.2629808596267331,0.36605775192648193,1
2.991713247263994,0.8625684830682665,1
2.89921210502688,5.784302118882814,0
-0.5183067263618018,3.4454796441074387,2
-3.182248051531583,3.071526722148789,2
1.762598040655471,3.837368230712447,0
1.547749919775521,-0.15421644261373713,1
-2.5175749438490547,1.9152136739633319,2
-0.9867809868214114,5.208349331863662,2
0.7536643975981746,3.3907081094065936,0
2.9187871798141924,0.09290991930006753,1
-0.46787675877993906,1.8953178700724371,2
0.9089944696235133,2.985391457803656,0
-3.324068628617524,2.115629089602312,2
-0.960358697403693,3.064186707334167,2
-0.5149875141591105,4.743179028712927,0
-1.897068177735608,1.9586268686925346,2
1.2626137674387747,4.912631161923841,0
-2.0588978226330674,1.96162383890084,2
-2.4949861308864834,3.394950353689988,2
-0.24709199259388348,2.03191577929217,2
2.385844277707252,1.8469101334961726,1
1.6683966745822314,0.3873709203043083,1
3.070932802974979,1.598705001103034,1
1.350346168925433,1.5776385041830392,1
-2.3236793195282064,4.465949062711862,2
-1.1365390697132831,4.506412952430655,2
0.46661789679484156,3.8657130258372034,0
0.6055660753260417,3.358171531892099,0
-0.55815962011076,2.187525165775163,2
0.17286041437265398,3.6142375496981893,0
0.28897104138983154,4.186312781030279,0
2.0726169242122934,4.069571526103854,0
3.4886200243148697,1.3160616712471294,1
1.5813901626286617,5.199343312999714,0
3.6868649489651495,1.2754228296686547,1
-1.495636466194336,2.8257701466411667,2
0.9201370580977379,4.3024022847132946,0
2.5606544600102206,1.2569128164513932,1
-0.8609368671523676,0.3833277992488928,2
-0.3559415760480067,2.3351626376623695,0
-0.7177237163687427,1.7197893811420846,2
0.32397647861147594,3.782598015147279,0
-1.5886473146798064,2.4710460076705014,2
2.4908136807285315,0.29843938247821744,1
-1.5254330129764946,2.1511774067962226,2
2.0858693457713957,0.8280220814910013,1
2.010679965028013,3.3075746870773237,0
2.0059434512853054,1.1366972611847017,1
0.6011229618852112,3.077591135665371,0
0.4587510360360918,3.32495746808962,0
0.40695802507630996,4.573691682389152,0
0.6954867959290643,0.8562628483799695,1
-1.5554328830563218,2.593151996250163,2
-0.12538059721665995,3.0763161081186543,2
2.1427989923545487,1.836410535620247,1
2.5575957615076574,0.03539666018470011,1
1.3326364757208968,5.010360495640338,0
2.11043887621311,1.1966411160569543,1
2.422812417455147,1.0879752175318766,1
3.209451551926897,1.0701680764308028,1
3.8102536751749367,0.7646752376283449,1
2.787691531187754,0.5224412591772641,1
1.9932143956345438,2.1568307895487506,1
4.376067360713176,1.0147545320933788,1
-1.4593871560475806,3.6954863992360347,2
1.7636255350810335,-0.8433591484209646,1
-0.40962054753371513,1.3539776264933565,2
1.040441613698437,0.2953318063550747,1
-3.6849725771831623,4.236433279423959,2
-2.384606636268799,3.0533369245231032,2
1.5199973569000336,0.9230688683229529,1
-0.4702646210168928,5.1040852767884175,0
4.5524679130198855,-1.3476579884334652,1
-1.4868325566741298,2.590127344036706,2
0.0319015877222012,4.541890475280702,0
0.07336380552685373,2.729047481115339,2
-0.8667994716101535,3.8258133234079033,0
-1.187844757279475,2.328250219382093,2
0.8186030623826792,6.560510824746599,0
-1.7106597434718975,3.7425004809715903,2
2.1004015368648883,3.237288465957995,1
-3.335047939720157,3.3292165042307316,2
-0.009240659137655594,2.8319523199848033,0
-1.5136642455543718,2.7959373337328457,2
0.19364092271896993,4.193398028421503,0
2.4645222723420948,6.199676503478973,0
-2.5843776610234355,2.3618972294541556,2
-2.7397718294309303,3.201651815716468,2
2.6671947141640358,-0.4438330656451057,1
-1.0332599256970414,3.4048975873135023,2
-0.5275291115370666,-0.2562867037140726,1
2.9790640817468246,0.7650956452842188,1
1.1173872902814264,1.3307716130892806,1
-1.5015184088154463,3.5282740256385354,2
-0.4868177681682022,3.0825260708595206,2
2.8679415635419203,1.4849230393377628,1
3.077058107021551,0.34512298652120765,1
0.8461631243527911,4.397740556833959,0
2.843829038973065,5.209831985723775,0
2.0763295427749417,0.9971181169686486,1
3.9603311619928956,0.882886440278092,1
0.06085751052346211,2.2746246595443838,2
0.37995604009598694,4.2512200311788435,0
1.3590025085587631,4.269545046916436,0
3.0158247458901064,1.123504138540627,1
-1.8090998899123405,1.759679076149094,2
2.115162204549154,0.6851406151676276,1
0.2922591808092785,5.9633381236382625,0
-1.9580003507326624,3.4906336281903387,2
1.707305665512032,-0.4557251982097765,1
-2.0071530482168307,3.8539898114428204,2
-3.7058355334168147,2.2882318343929415,2
-1.1183329926596497,4.427509241681896,0
0.6671556337747863,4.070320665904697,0
1.1429435739190241,4.938818764340496,0
1.742933260191581,4.660080144920679,0
3.703771531701057,-0.652350529420211,1
0.6442609360962606,3.5799565503328292,2
1.6678088296166815,4.998536471104396,0
0.46546494097762203,3.123155143325978,0
1.6329526973076072,1.002377689371221,1
2.8197649744664117,0.6292909247285556,1
0.5207375750291519,4.321266486473447,0
1.2069469986276453,0.5719941911177626,1
-1.6318837142408589,4.2852972437932815,2
-0.7560670528169687,3.1610504767356145,2
0.8433895009595395,4.005996448046662,0
-2.9788095426536527,3.300085049118416,2
1.256711783862791,3.3106637165188095,0
1.556250883438695,0.9190148837814854,1
-2.907334765529175,2.381967699666961,2
2.363598767392223,-0.4804198071261403,1
-0.09448254296404746,5.358239054379527,0
1.5547915762753735,4.653441784441564,0
-0.6955529552371371,3.405854943996127,2
0.6088464574495493,0.44531338436884516,1
0.6647175464191224,4.359952669678135,0
-4.329106811613618,1.7294578397501035,2
2.996185136007991,1.3028677402608249,1
0.163123796502041,2.577504725116713,0
1.856868624612832,0.9918559602480834,1
0.5370805567443471,4.4851257566662115,0
0.23151525649805516,3.4773487887893757,0
2.496264939312268,6.023376634864585,0
0.058265308727449616,4.556283954525262,0
1.6902123048866202,-0.8936638881032468,1
1.441932518276955,2.7675436411711662,0
-1.4282365594061097,3.11506331653049,2
1.2377744238166515,-0.5036836331013737,1
-1.3372014011419096,4.620452413574914,2
2.4895981611197002,4.856919391655974,0
3.7245183278098466,1.1996528702954898,1
-1.2421134140875423,2.6085046684497613,2
1.4426417825579423,0.07483533564365508,1
0.7565807992697877,2.1737390059441246,1
2.239193015773188,0.5121738995623286,1
2.326437706070189,0.09616677454356204,1
1.5057689751288377,-0.20090706761739274,1
1.3786117197240442,3.618977236508077,0
0.9480878502078401,4.7321191979788075,0
-3.0365656192902044,2.640490869590013,2
-0.74962704945395,2.626840798060097,2
-1.587266507614244,2.2068416645420115,2
2.1601746865183906,1.0315765825534127,1
1.881803624359999,0.3876341201823199,1
2.019499449572657,3.278409011157687,1
-0.6539282684195495,4.7665695829741646,0
-0.6763733296984672,2.078758070733849,2
1.3973414288960826,1.8665462985009875,1
0.37561252088870656,5.856030507496951,0
-0.9676050318310211,1.854186670307575,2
-2.6363815668580504,2.370364160653691,2
-1.630116764683613,1.8664918626730582,2
3.1002908969355687,1.496703186314121,1
0.7082667075951147,5.106243723244785,0
3.45981303637259,1.0441044304161866,1
-0.650177239531453,1.0909708830286051,2
-1.575248637001725,2.309781004381433,2
-1.5426832303429006,2.4261521533195953,2
-1.385097374068451,4.751317623148801,2
-0.06898328760045969,5.514932617131091,0
-2.0071460549601285,2.3946313179482277,2
1.0097429643634122,-0.1871923995235083,1
1.1327766165118707,4.535968363648665,0
-0.6268497704578331,4.72012449112367,2
1.8992436304355906,1.9467568478579471,1
3.040585030372745,1.664583329599136,1
2.1544723839643805,2.4739626325656543,1
2.2808491850016814,2.2868089756158643,1
1.8855092275303924,0.7635308771695167,1
1.0226244195407483,0.46091532247992945,1
1.218388039531618,3.415067070094759,0
2.2702331120589716,0.9948828919408549,1
1.3055771767299813,0.9304724075516486,1
3.3226791762515346,1.3971618934065964,1
3.5446234835073582,1.4189674082136505,1
-1.4993943111920696,5.149898650858301,2
2.461683015109084,0.7044869583880969,1
-1.6259123245059828,1.8672284247456332,2
-0.6096824711060493,2.8608393936709344,2
-3.009787370795948,1.6084701150021086,2
-0.3170538868116004,1.511777489942112,2
-2.4465547032845674,5.5608179823478645,2
-3.356932563649716,2.2220471419835754,2
2.9856760175439945,0.7223472576109169,1
-2.8397536877716973,4.332756397255546,2
0.7567290502152818,3.2197507067764555,0
-1.8606949735754696,2.8977531574555853,2
1.9805995431817283,1.156380100167683,1
0.6086896313969836,-0.6850219818648522,1
-0.5432678174327259,2.832267307102626,2
0.43985995871283445,2.721648296389581,2
0.6262157793486773,3.3861871690227145,2
-1.4442929810657044,2.0963477443135954,2
1.9535702468780063,0.916943044451014,1
-0.6819084102210682,2.2422884337030595,2
0.4123022279022688,0.4915918636781049,1
-2.532940871142297,2.09633243572999,2
1.1077789265259983,1.1421071158995695,1
